,Label,Text
530,ham,Jay says that you're a double-faggot
1403,ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
4592,spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
2466,ham,S.i think he is waste for rr..
1741,spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
141,ham,"K, text me when you're on the way"
3657,ham,Oh really?? Did you make it on air? What's your talent?
1118,spam,"449050000301 You have won a £2,000 price! To claim, call 09050000301."
3419,spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
4990,ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
2185,ham,I know a few people I can hit up and fuck to the yes
255,ham,"I'm back, lemme know when you're ready"
3060,ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
3670,ham,Yeah imma come over cause jay wants to do some drugs
161,ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
4177,ham,He's in lag. That's just the sad part but we keep in touch thanks to skype
3054,ham,Pls send me the correct name da.
1958,ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
4778,ham,Sorry completely forgot * will pop em round this week if your still here?
2771,ham,No problem. Talk to you later
4419,ham,"When you get free, call me"
424,spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
4504,ham,Stupid.its not possible
4802,ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
2917,ham,What time should I tell my friend to be around?
1447,ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
2933,ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
2764,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
675,ham,"I've got  &lt;#&gt; , any way I could pick up?"
4967,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
5151,ham,No problem with the renewal. I.ll do it right away but i dont know his details.
435,ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
841,ham,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx
4703,ham,Anytime...
3471,ham,aathi..where are you dear..
6,ham,Even my brother is not like to speak with me. They treat me like aids patent.
4598,ham,Full heat pa:-) i have applyed oil pa.
1550,ham,Dude sux for snake. He got old and raiden got buff
821,ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
105,ham,Umma my life and vava umma love you lot dear
761,spam,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply."
1322,ham,"I wake up long ago already... Dunno, what other thing?"
37,ham,I see the letter B on my car
4921,ham,"G says you never answer your texts, confirm/deny"
2727,ham,No i am not having not any movies in my laptop
2393,ham,"Thanks da thangam, i feel very very happy dear. I also miss you da."
3026,ham,"What part of ""don't initiate"" don't you understand"
1113,ham,So that means you still think of teju
663,ham,Sorry me going home first... Daddy come fetch ü later...
3802,ham,"It's ok, at least armand's still around"
4461,ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
2305,ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
2925,ham,Thts god's gift for birds as humans hav some natural gift frm god..
2476,ham,Mm i am on the way to railway
2146,spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
2098,ham,Are you the cutest girl in the world or what
2679,ham,Was playng 9 doors game and gt racing on phone lol
1973,ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march  ish!
3998,spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
4812,ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
2320,ham,In which place do you want da.
5407,ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...
2337,ham,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!
4020,spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
3491,ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
249,ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
4077,spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
1364,ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
850,spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
4605,ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!
5392,ham,Ooooooh I forgot to tell u I can get on yoville on my phone
342,ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
2569,ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
5401,ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
3475,ham,", how's things? Just a quick question."
1120,spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
253,ham,What you doing?how are you?
2756,ham,We r outside already.
3284,ham,Hey tmr maybe can meet you at yck
3206,ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
986,ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
3560,spam,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
4318,ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 
4506,spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
3972,spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
5311,ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
2738,ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
3564,spam,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck."
690,spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
1004,ham,&lt;#&gt;  am I think? Should say on syllabus
823,spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
4043,ham,What time do u get out?
2785,ham,"K, wat s tht incident?"
5431,ham,If I was I wasn't paying attention
642,ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! "
996,ham,Change again... It's e one next to escalator...
2543,ham,Aiyo please ü got time meh.
473,ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
2583,spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each"
2340,ham,Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.
2614,ham,Thanks for sending this mental ability question..
5011,ham,"By the way, 'rencontre' is to meet again. Mountains dont...."
1170,ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
1509,ham,Sounds like something that someone testing me would sayy
503,ham,Check with nuerologist.
4340,ham,Just got outta class gonna go gym.
3477,ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
4270,ham,Beauty sleep can help ur pimples too.
4505,ham,She told to hr that he want posting in chennai:)because i'm working here:)
2041,ham,You always make things bigger than they are
3453,ham,Ugh just got outta class
4820,ham,Got smaller capacity one? Quite ex...
2498,ham,Dai what this da.. Can i send my resume to this id.
2865,ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
1668,ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
4727,ham,Jason says it's cool if we pick some up from his place in like an hour
4084,ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
4167,ham,Well if I'm that desperate I'll just call armand again
5419,ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
2205,ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
4552,ham,Great. Have a safe trip. Dont panic surrender all.
4361,ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
4402,ham,Many times we lose our best ones bcoz we are 
5377,spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
5191,ham,"Sorry, I'll call later"
1619,ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
3734,ham,Old Orchard near univ. How about you?
5171,ham,Oh k. . I will come tomorrow
3935,ham,How come guoyang go n tell her? Then u told her?
1465,ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
290,ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
2164,ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
2625,ham,S da..al r above  &lt;#&gt;
3198,ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
3596,ham,Huh but i cant go 2 ur house empty handed right?
4175,ham,And pls pls drink plenty plenty water
4525,ham,I've sent ü my part..
4104,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
5249,ham,"K I'm leaving soon, be there a little after 9"
5154,ham,"Like  &lt;#&gt; , same question"
4678,ham,Wewa is 130. Iriver 255. All 128 mb.
3031,ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
2676,ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
1466,spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
789,spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870."
4950,ham,I am in bus on the way to calicut
5103,ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
2073,ham,That is wondarfull song
1671,ham,Lmao!nice 1
4196,spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
1624,ham,"Ah, well that confuses things, doesnt it?"
336,ham,"Ta-Daaaaa! I am home babe, are you still up ?"
59,ham,Yes..gauti and sehwag out of odi series.
5437,ham,Am slow in using biola's fne
1358,ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
1863,ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
3601,ham,I know you mood off today
4171,ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
427,ham,aathi..where are you dear..
156,ham,Aaooooright are you at work?
2341,ham,I will take care of financial problem.i will help:)
3519,ham,Are you willing to go for apps class.
205,ham,U call me alter at 11 ok.
2799,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
1921,ham,Dont know you bring some food
4124,ham,"Cool, want me to go to kappa or should I meet you outside mu"
3435,ham,Sending you greetings of joy and happiness. Do have a gr8 evening
724,ham,Ya even those cookies have jelly on them
2966,ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
2951,ham,Where are you ? You said you would be here when I woke ... :-(
5255,ham,Ok... Sweet dreams...
4049,ham,Lol or I could just starve and lose a pound by the end of the day.
1173,ham,Happy new years melody!
3746,ham,"Aight, let me know when you're gonna be around usf"
934,ham,What time you think you'll have it? Need to know when I should be near campus
2134,ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
340,ham,U calling me right? Call my hand phone...
2699,spam,FROM 88066 LOST £12 HELP
2052,ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
2215,ham,Ok then i'll let him noe later n ask him call u tmr...
5061,ham,I think i am disturbing her da
1515,ham,K:)all the best:)congrats...
1370,ham,Did you try making another butt.
1497,ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
5472,ham,Well obviously not because all the people in my cool college life went home ;_;
2265,ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
1572,ham,Near kalainar tv office.thenampet
456,ham,Si si. I think ill go make those oreo truffles.
575,ham,Nope i waiting in sch 4 daddy... 
3680,ham,Stupid.its not possible
982,ham,Reckon need to be in town by eightish to walk from * carpark.
1779,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
4630,ham,Only saturday and sunday holiday so its very difficult:)
2680,spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
5029,ham,Go chase after her and run her over while she's crossing the street
2243,ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
4917,ham,"Just dropped em off, omw back now"
5335,ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
625,ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
2209,spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
1732,ham,Lol. Well quality aint bad at all so i aint complaining
3460,spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
5195,ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
865,ham,Dude ive been seeing a lotta corvettes lately
5368,spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
2646,ham,"Sorry, I'll call later"
4272,spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
3554,ham,Din i tell u jus now 420
769,ham,I cant pick the phone right now. Pls send a message
3257,ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
1948,ham,The battery is for mr adewale my uncle. Aka Egbon
4000,ham,K...k...when will you give treat?
2617,ham,I went to ur hon lab but no one is there.
1563,ham,Dude just saw a parked car with its sunroof popped up. Sux
5098,spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
192,ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
4794,ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
898,ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
1185,ham,"Yo, you around? Just got my car back"
3719,ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
3767,ham,Yes.mum lookin strong:)
397,ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
1483,ham,Ok...
1417,ham,No..few hours before.went to hair cut .
3961,ham,I sent lanre fakeye's Eckankar details to the mail box
919,ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
3774,ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
874,ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
359,ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
5041,spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
2137,ham,Well done and ! luv ya all 
4633,ham,"I'm in a meeting, call me later at"
655,ham,Did u got that persons story
652,ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
2707,ham,S now only i took tablets . Reaction morning only.
53,ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."
3624,ham,"Damn, poor zac doesn't stand a chance"
3158,ham,Havent shopping now lor i juz arrive only
5557,ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
4866,ham,I'm really sorry I lit your hair on fire
70,ham,Wah lucky man... Then can save money... Hee...
1390,ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight."
1426,ham,I'll be at mu in like  &lt;#&gt;  seconds
2357,ham,No..he joined today itself.
1268,ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
735,ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
2398,ham,Neshanth..tel me who r u?
4040,ham,I cant pick the phone right now. Pls send a message
438,ham,How long does applebees fucking take
2376,ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
32,ham,K tell me anything about you.
3561,ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
82,ham,Ok i am on the way to home hi hi
559,ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?
129,ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
4510,ham,Ü takin linear algebra today?
4219,ham,Actually i'm waiting for 2 weeks when they start putting ad.
542,ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
3873,ham,I am joining today formally.Pls keep praying.will talk later.
3231,ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
5296,ham,Are u coming to the funeral home
1650,ham,ITS A LAPTOP TAKE IT WITH YOU.
1353,ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
5082,ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
3960,ham,Have a nice day my dear.
3545,ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
2007,ham,Shopping lor. Them raining mah hard 2 leave orchard.
4366,ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
3120,ham,Stop knowing me so well!
2541,ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
4011,spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
723,ham,That is wondar full flim.
234,ham,Yes:)here tv is always available in work place..
1964,ham,Yes :)it completely in out of form:)clark also utter waste.
5054,ham,Lmao you know me so well...
870,spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
4681,ham,"That's cool he'll be here all night, lemme know when you're around"
921,ham,When u wana see it then
2103,ham,Audrie lousy autocorrect
983,spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
4278,ham,I'm glad. You are following your dreams.
1765,spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
256,ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out
5528,ham,Its just the effect of irritation. Just ignore it
3489,ham,Still i have not checked it da. . .
423,ham,Siva is in hostel aha:-.
3493,ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
3835,ham,Watching tv lor. Nice one then i like lor.
1533,ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
3085,ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
3576,ham,And do you have any one that can teach me how to ship cars.
3718,ham,I'm gonna rip out my uterus.
4957,ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
4168,ham,Are you at work right now ?
1854,ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
2579,ham,Erm. I thought the contract ran out the4th of october.
966,ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
1892,ham,Probably earlier than that if the station's where I think it is
2162,ham,Is she replying. Has boye changed his phone number
5018,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
3096,ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
5046,ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
2291,ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
2410,ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
2564,ham,K..k..i'm also fine:)when will you complete the course?
3515,ham,I always chat with you. In fact i need money can you raise me?
4027,ham,Oh ok.. Wat's ur email?
1454,ham,Stupid.its not possible
4234,ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
5193,ham,"It's wylie, you in tampa or sarasota?"
2905,ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
988,ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
168,ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
4164,ham,I told that am coming on wednesday.
1228,ham,So ü'll be submitting da project tmr rite?
718,ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
2254,ham,Lol enjoy role playing much?
1684,ham,Already am squatting is the new way of walking
872,ham,Its going good...no problem..but still need little experience to understand american customer voice...
548,ham,"Sorry that took so long, omw now"
4996,ham,"Just looked it up and addie goes back Monday, sucks to be her"
1028,ham,Are you not around or just still asleep? :V
583,spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
4951,ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
1678,ham,Lol where do u come up with these ideas?
2166,ham,I'm not coming home 4 dinner.
1809,ham,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
3834,ham,I had askd u a question some hours before. Its answer
5056,ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
4579,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
4051,ham,Ok ok take care. I can understand.
3733,ham,Gud mrng dear hav a nice day
4923,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
2973,ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
1720,ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
2797,ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
3558,ham,I had it already..sabarish asked me to go..
4893,ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
398,ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
4891,ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
4874,ham,Lol! Oops sorry! Have fun. 
1088,ham,You can never do NOTHING
4197,ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
4489,ham,Call me when you get the chance plz &lt;3
3682,ham,LOL what happens in Vegas stays in vegas
2993,ham,K.i did't see you.:)k:)where are you now?
3383,ham,"Well, I meant as opposed to my drunken night of before"
2807,ham,Can a not?
